page_num,position,link,title,source,date,snippet,thumbnail
11,10,https://www.highnorthnews.com/en/denmark-apologizes-taking-greenlandic-children-1950s-social-experiment,Denmark Apologizes for Taking Greenlandic Children in ...,High North News,"Mar 10, 2022","On Wednesday, Denmark's Prime Minister delivered a face-to-face apology to 
six living victims of a 1950s social experiment in which 22...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bca61021f09e6924e30be6c250bff9bad1f24c61d98076c62e.jpeg
12,1,https://www.providencejournal.com/story/news/local/2022/03/18/people-providence-remark-apology-charlestown-ri-official/7089456001/,Charlestown official apologizes for remarks about 'people from ...,The Providence Journal,1 month ago,"The remarks sparked calls for an apology from Providence officials 
including Mayor Jorge Elorza and Councilman Nicholas Narducci, as well as...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3e2fbdaa45de653ffebe6f509399f2fd33fc60f65cb981f119.jpeg
12,2,https://www.inc.com/alison-green/my-employee-apologizes-for-mistakes-she-didnt-make.html,My Employee Apologizes for Mistakes She Didn't Make,Inc. Magazine,"Jan 18, 2022","She anticipates my expectations and needs very little direction, and I've 
often leaned on her for help. My only complaint is that she apologizes...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3e3a1d2a2d7da9e6afdf19d6a1259932df2358d5ee0fbd5e96.jpeg
12,3,https://dirtfish.com/rally/wrc/compact-dynamics-apologizes-for-tanak-hybrid-failure/,Compact Dynamics apologizes for Tänak hybrid failure ...,DirtFish,"Feb 26, 2022","Compact Dynamics chief Oliver Blamberger has apologized for the hybrid unit 
issue that forced Ott Tänak to retire from second place on Rally...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3e0c3d763c1bc3f8502c6944bc7c18f56318c71c6a6af68299.jpeg
12,4,https://www.nytimes.com/2022/02/21/us/politics/abby-broyles-party.html,U.S. House Candidate Apologizes for Behavior at Sleepover,The New York Times,"Feb 21, 2022","A Democratic candidate for Congress in Oklahoma apologized in a television 
interview on Friday after parents complained that she drank and...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3e96e97abf8782f5f49033ead2583dd5ee2890f2ffd8dcdb6b.jpeg
12,5,https://www.nbcnews.com/news/us-news/whoopi-goldberg-apologizes-saying-holocaust-was-not-race-rcna14340,Whoopi Goldberg apologizes for saying the Holocaust was not about race,NBC News,"Feb 1, 2022","Her apology came in a tweet hours later. “On today's show, I said the 
Holocaust 'is not about race, but about man's inhumanity to man.'...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3e1e7706a01df2ac7e0fb18300dc70473102f64a28635dc925.jpeg
12,6,https://www.eonline.com/news/1318540/nick-cannon-apologizes-for-pain-or-confusion-he-caused-after-announcing-baby-no-8,"Nick Cannon Apologizes for ""Pain or Confusion"" He Caused After Announcing Baby No. 8",E! Online,"Feb 3, 2022","Nick Cannon Apologizes for ""Pain or Confusion"" He Caused After Announcing 
Baby No. 8. During an appearance on his talk show, Nick Cannon said he...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3ed1499872eab20d1aeba427b4af066567246ec07ddb69968c.jpeg
12,7,https://www.nytimes.com/2022/03/28/movies/oscars-will-smith-slap-reactions.html,Will Smith Apologizes to Chris Rock After Academy Condemns His Slap,The New York Times,1 month ago,"LOS ANGELES — Will Smith apologized to the comedian Chris Rock on Monday 
evening for slapping him during Sunday night's Oscars telecast...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3e30e39f8deb3a1708e00678c88dea21a7cd99ae1864962e80.jpeg
12,8,https://www.cbssports.com/nba/news/kareem-abdul-jabbar-apologizes-for-saying-lebron-james-should-be-embarrassed-about-his-covid-19-comments/,Kareem Abdul-Jabbar apologizes for saying LeBron James should be 'embarrassed' about his COVID-19 comments,CBS Sports,1 month ago,"Los Angeles Lakers legend Kareem Abdul-Jabbar has apologized for his ... We 
may not always agree, but I want to wholeheartedly apologize to...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3ee73de69fba061bb521bdae9ceb49e4314bf6eb0bbaa93272.jpeg
12,9,https://www.cnn.com/2022/01/25/entertainment/taylor-swift-damon-albarn-songs-scli-intl/index.html,Damon Albarn apologizes for saying Taylor Swift doesn't write her own songs,CNN,"Jan 25, 2022","Damon Albarn apologizes for saying Taylor Swift doesn't write her own 
songs. By Jeevan Ravindran, CNN. Updated 9:36 AM ET, Tue January 25, 2022.",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3ee9bd51c8f5cefbb2f098da6a5874963eeb623e4444b782e5.jpeg
12,10,https://www.cbssports.com/nba/news/lebron-james-apologizes-for-lakers-disappointing-season-i-promise-well-be-better/,LeBron James apologizes for Lakers' disappointing season: 'I promise we'll be better',CBS Sports,"Jan 18, 2022","Prior to last season, he reached the NBA Finals in nine out of 10 seasons. 
The lone miss was the result of an injury, and his teams won four...",https://serpapi.com/searches/627ab5780f9866ad0557f1c7/images/8b8af4e59a0d3a3e26b00d747e4b8565c5949527032766d49710b104de4618c5.jpeg
13,1,https://www.cnbc.com/2022/03/08/shell-apologizes-for-buying-russian-oil-announces-phased-withdrawal.html,"Shell to stop all Russian oil and gas purchases, apologizes for buying shipment after Ukraine invasion",CNBC,"Mar 8, 2022","On Friday, Shell purchased 100,000 metric tons of flagship Urals crude from 
Russia. It was reportedly bought at a record discount,...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e76857163daa1de81f71ac5b962a1029c0adc2d5c63571b20.jpeg
13,2,https://www.npr.org/2022/01/14/1073055412/boris-johnson-party-prince-philip-funeral,Boris Johnson's office apologizes for a party held before ...,NPR,"Jan 14, 2022","LONDON — Boris Johnson's office on Friday apologized to the royal family 
for holding staff parties in Downing Street on the eve of Prince...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e2f548b9c472bbaf1d54884533c6da3fa5c3f1919e40e7413.jpeg
13,3,https://www.espn.com/soccer/orlando-pride/story/4623709/orlando-pride-apologizes-for-not-allowing-display-of-gay-banner,Orlando Pride apologize for not allowing display of 'gay' banner,ESPN,1 month ago,"The Black Swans' banner was in reference to Florida's recent legislation 
dubbed by critics as the ""Don't Say Gay"" bill. The supporters' group...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e126144d276b5847bafa8d0163dd3028d78dce35518a51e30.jpeg
13,4,https://www.nbcnews.com/politics/congress/gop-lawmaker-apologizes-cursing-democrat-masks-rcna15469,GOP lawmaker apologizes for cursing at Democrat over masks,NBC News,"Feb 9, 2022","WASHINGTON (AP) — A senior Republican lawmaker apologized late Tuesday for 
using an expletive when Democratic Rep. Joyce Beatty asked him to...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e28fd1d4de50db7e900791ee80464dbf8321f5c282b9712d4.jpeg
13,5,https://www.cbc.ca/news/canada/saskatchewan/moe-apologizes-for-2-classes-of-citizen-comments-1.6379913,"Moe apologizes for '2 classes of citizen' comments, clarifies remarks",CBC,"Mar 10, 2022","Saskatchewan Premier Scott Moe apologized Thursday for comments he made 
last month saying vaccine requirements had ""effectively created two...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e9f37c1ab1d69fdb389924e61c5c82cdb60668e7c49e8af56.jpeg
13,6,https://deadline.com/2022/03/will-smith-apologizes-onstage-oscars-slapping-1234988577/,"Will Smith Apologizes To The Academy For Slapping Chris Rock As He Accepts His Best Actor Oscar, But Does Not Apologize To Rock",Deadline,1 month ago,"An emotional Smith took the stage, tears in his eyes, and apologized to the 
Academy and many others, but not to Rock.",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1ece14022d0f633a360d14aad3a658255c3c1fdb3368b1f7bd.jpeg
13,7,https://www.cbssports.com/soccer/news/chelseas-romelu-lukaku-apologizes-for-upset-he-caused-with-comments-thomas-tuchel-ready-to-move-on/,Chelsea's Romelu Lukaku apologizes for 'upset' he caused with comments; Thomas Tuchel ready to 'move on',CBS Sports,"Jan 4, 2022","Tuchel also confirmed that Lukaku will be fined for his comments. Chelsea 
released a video Tuesday of Lukaku apologizing on camera. ""I'm sorry...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e70ee9a2b1900f8a45e9c5335c912868385b94ba63c0262ad.jpeg
13,8,https://www.vulture.com/2022/03/pachinko-star-jin-ha-apologizes-for-his-old-creepshot-tumblr.html,Pachinko Star Jin Ha Apologizes for His Old Creep-Shot Tumblr,Vulture,1 month ago,"Jin Ha, who plays Solomon Baek on Apple TV+'s Pachinko, has deleted his old 
Tumblr “Korean Flowers in Bloom” and apologized for the blog...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e22e643d684304f7051aa6b6852f7cdc6e098094e6cfeaff8.jpeg
13,9,https://www.winknews.com/2022/04/01/lee-county-naacp-apologizes-for-white-supremacy-accusations-against-fort-myers-restaurant/,Lee County NAACP apologizes for white supremacy ...,WINK News,1 month ago,"The NAACP in Lee County is apologizing after accusing a downtown Fort Myers 
... Muwakkil is offering an apology to the restaurant's owner.",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1ee51587b074ac24929aab31fe06d9fbacbc43547a584acea8.jpeg
13,10,https://www.cbc.ca/news/canada/british-columbia/red-fm-apology-1.6406110,B.C. radio host apologizes for comments about mothers 'abandoning' babies to adoption,CBC,1 month ago,"A host at RED FM radio station in Surrey, B.C., issued an on-air apology 
Friday for ""inappropriate and insensitive comments"" he made...",https://serpapi.com/searches/627ab57d1d64eadd4f01ae47/images/1599d5d33538db1e9835ba56bfc079b62063ad0b23810f401c694b782357852a.jpeg
14,1,https://www.kmbc.com/article/football-team-won-game-106-0-high-school-principal-apologizes/38176734,High school principal apologizes for lack of sportsmanship after football team won game 106-0,KMBC,"Nov 5, 2021","A Los Angeles high school is apologizing after facing criticism that its 
football team didn't simply defeat an opponent but rather trounced...",https://serpapi.com/searches/627ab57e18ca86118172d27c/images/563103f65b5564d9f2881a91c5118f693bda4878b1622952ee3c4f8fe1259dc1.jpeg
14,2,https://www.eonline.com/news/1319916/kanye-ye-west-apologizes-for-harassing-kim-kardashian-on-social-media,"Kanye ""Ye"" West Apologizes For ""Harassing"" Kim Kardashian on Social Media",E! Online,"Feb 15, 2022","Kanye ""Ye"" West Apologizes For ""Harassing"" Kim Kardashian on Social Media. 
""I'm still learning in real time,"" Kanye ""Ye"" West wrote in his...",https://serpapi.com/searches/627ab57e18ca86118172d27c/images/563103f65b5564d9f1fa8f1bafbb9e6eac67d1a74f907dba113501746b8fbdb3.jpeg
14,3,https://www.scientificamerican.com/article/anthropology-association-apologizes-to-native-americans-for-the-fields-legacy-of-harm/,Anthropology Association Apologizes to Native Americans for the Field’s Legacy of Harm,Scientific American,1 month ago,"In November 2021 the American Anthropological Association (AAA) apologized 
for the field's legacy of harm. Anthropology as an academic field...",https://serpapi.com/searches/627ab57e18ca86118172d27c/images/563103f65b5564d9a9332428f1b16663e9f7f49715bc81bdbd5f815a739fee8f.jpeg
14,4,https://www.cnn.com/2021/11/11/uk/meghan-apology-court-scli-intl-gbr/index.html,"Meghan, Duchess of Sussex, apologizes to UK court, denies any intention to mislead",CNN,"Nov 11, 2021","The duchess' apology came as part of her litigation against Associated 
Newspapers Limited (ANL), publisher of the UK's The Mail on Sunday...",https://serpapi.com/searches/627ab57e18ca86118172d27c/images/563103f65b5564d9ee2d2884b65986304e558dcdcf1ee9c3948e01e99828064c.jpeg
14,5,https://www.newswise.com/articles/american-dental-hygienists-association-apologizes-for-role-in-systemic-racism,American Dental Hygienists’ Association Apologizes for Role in Systemic Racism,Newswise,"Mar 3, 2022","American Dental Hygienists' Association Apologizes for Role in Systemic 
Racism. Released: 3-Mar-2022 2:05 PM EST. Source Newsroom: American 
Dental...",https://serpapi.com/searches/627ab57e18ca86118172d27c/images/563103f65b5564d9e789d04d5d720e79f28a67c8dfc275fa230d5970f8c1d48d.jpeg
14,6,https://www.sltrib.com/religion/2022/02/13/saying-he-has-been/,"Saying he has been 'corrected,' LDS leader Brad Wilcox again ...",The Salt Lake Tribune,"Feb 13, 2022","“Once again, I apologize,” Wilcox added, “and am grateful, more than ever, 
for the atonement of Jesus Christ, which allows us to trust in...",https://serpapi.com/searches/627ab57e18ca86118172d27c/images/563103f65b5564d907498fda7c6e59489756d10112d50a3c0b83dadafeb577e0.jpeg
14,7,https://www.tampabay.com/news/florida-politics/2022/03/17/florida-state-sen-ileana-garcia-apologizes-for-lgbtq-comments/,Florida state Sen. Ileana Garcia apologizes for LGBTQ ...,Tampa Bay Times,1 month ago,"Ileana Garcia apologizes for LGBTQ comments ... while debating a 
contentious bill in the Florida Legislature, issued an apology on Thursday.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4e5day-sXUJ_mxfBgYXMCN8FR8Klms8XbwNFLAag7eMk0VXrgATUrlug&usqp=CAI&s
14,8,https://www.npr.org/2021/12/04/1061491812/nevada-indigenous-indian-native-schools-governor-apologizes,Nevada's governor apologizes for the state's past role in ...,NPR,"Dec 4, 2021","James, a member of the Washoe Tribe of Nevada and California, was among the 
more than 20,000 students who were sent to the boarding school as...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8iIaZUFljjSWauXdCZHojLagyJEqawzzK5g9ew9mgvutpXNn9oKpH9Rg&usqp=CAI&s
14,9,https://www.usnews.com/news/business/articles/2022-01-21/weber-grills-apologizes-for-ill-timed-meat-loaf-recipe-email,Weber Grills Apologizes for Ill-Timed Meatloaf Recipe Email,USNews.com,"Jan 21, 2022","NEW YORK (AP) — Weber picked the wrong day to suggest grilling meatloaf. 
The outdoor grill maker apologized on Friday for sending a...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwlCiHik7PoyxsBvTZ1C0dMuoyCp1XDD1h7pCb6wD-vvvZVWyT6IoZGVU&usqp=CAI&s
14,10,https://www.cnn.com/2021/11/01/us/american-psychological-association-apologizes-racism/index.html,American Psychological Association apologizes for contributing to systemic racism,CNN,"Nov 1, 2021","(CNN) The country's leading scientific and professional psychology 
organization has issued a formal apology to communities of color for...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0K1wdRBcNLR-uW5w8dAVFtbDSNwyYBRG787vFb5qFxWr55Jzn74pkc2Y&usqp=CAI&s
15,1,https://www.npr.org/2021/11/03/1051992407/american-psychological-association-apology-for-systemic-racism-apa,The American Psychological Association apologizes for ...,NPR,"Nov 3, 2021","The APA, an organization that has been around since the late 1800s, issued 
a lengthy statement on Friday apologizing not only for the APA's role...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d73b5db7971078b38e106f56d9a6d840e08a3ee276da143fe7c.jpeg
15,2,https://www.kmbc.com/article/football-team-won-game-106-0-high-school-principal-apologizes/38176734,High school principal apologizes for lack of sportsmanship after football team won game 106-0,KMBC,"Nov 5, 2021","A Los Angeles high school is apologizing after facing criticism that its 
football team didn't simply defeat an opponent but rather trounced...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d73cbe228460db99f736ced2bfcdcecc6561d2b2ddd1a1717fc.jpeg
15,3,https://montclairlocal.news/montclair-township-attorney-resigns-apologizes-for-calling-black-official-three-fifths-of-a-human/,"Montclair township attorney resigns, apologizes for calling ...",Montclair Local News,"Dec 1, 2021","Montclair's Township attorney has submitted his resignation, the same day 
he sent a letter of apology for calling a Black housing official...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d734b5504ced87399d181a39edf7f43dd6dbb7d95c56408468f.jpeg
15,4,https://bleacherreport.com/articles/10025739-blackhawks-rocky-wirtz-apologizes-for-comments-about-changes-after-kyle-beach-case,Blackhawks' Rocky Wirtz Apologizes for Comments About Changes After Kyle Beach Case,Bleacher Report,"Feb 2, 2022","Chicago Blackhawks principal owner and chairman Rocky Wirtz has apologized 
for his dismissive and combative comments toward The Athletic's...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d73a426c6530d9db02ca138aaf64cea156f5d11564ee0b41993.jpeg
15,5,https://www.timesofisrael.com/meretz-mk-apologizes-for-justifying-palestinian-authoritys-pay-to-slay-stipends/,Meretz MK apologizes for justifying Palestinian Authority’s ‘pay-to-slay’ stipends,The Times of Israel,1 month ago,"Lawmaker Gaby Lasky from the left-wing Meretz party apologized Friday for 
saying that payments made by the Palestinian Authority to the...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d739ee2214c73ebb78f893e20f5a24ad515cc27b00e614873fb.jpeg
15,6,https://www.washingtonpost.com/dc-md-va/2022/02/12/gwu-cell-phone-tracking-students/,George Washington University apologizes for data project ...,The Washington Post,"Feb 12, 2022","Wrighton apologized Friday to the campus community for the university's 
failure to inform it in advance of a data analytics pilot program that...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d73bc8fdc0c22aa1423925e2512f63bbe0e596a4c68195b333b.jpeg
15,7,https://www.cbc.ca/news/canada/manitoba/manitoba-premier-hockey-accomplishment-patient-transfer-death-1.6389008,Premier apologizes for boasting of son's hockey success when asked about patient's death,CBC,1 month ago,"Premier Heather Stefanson is apologizing for congratulating her son's high 
school hockey team in the legislature chamber after being asked...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d7359ce50a5f790192be8d4e9009c653da0a6bea3627d2e2cd4.jpeg
15,8,https://www.desmoinesregister.com/story/news/local/ankeny/2022/04/06/district-apologizes-kcci-reporter-lauren-johnson-after-ankeny-school-board-meeting/9489785002/,District apologizes to KCCI reporter after Ankeny school board ...,The Des Moines Register,1 month ago,"Ankeny school district superintendent apologized to a local TV reporter for 
her experience as she was covering a school board meeting Monday...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d738311377bd73e36cd0f1168a1a1ae8b0ce9d20a9faf835aa1.jpeg
15,9,https://www.usnews.com/news/business/articles/2022-01-21/weber-grills-apologizes-for-ill-timed-meat-loaf-recipe-email,Weber Grills Apologizes for Ill-Timed Meatloaf Recipe Email,USNews.com,"Jan 21, 2022","NEW YORK (AP) — Weber picked the wrong day to suggest grilling meatloaf. 
The outdoor grill maker apologized on Friday for sending a...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d73c5f7a29ad685bbbcf54825774b64c1bfe8b8d6ad83ed4fd9.jpeg
15,10,https://www.timesofisrael.com/easyjet-apologizes-for-sharing-image-of-auschwitz-like-flight-number-arm-tattoo/,EasyJet apologizes for sharing image of Auschwitz-like flight number arm tattoo,The Times of Israel,1 month ago,"EasyJet apologizes for sharing image of Auschwitz-like flight number arm 
tattoo. Budget airline says picture with Holocaust connotations was...",https://serpapi.com/searches/627ab57f1d64eadcb7bedb81/images/48f1bcb6e7dd0d73f9afead1b89557bdc8cc8111f7922744c6473fa3ee184de6.jpeg
16,1,https://www.si.com/nfl/2022/01/06/hub-arkush-apologizes-for-childish-things-he-said-about-aaron-rodgers,Hub Arkush apologizes for 'childish things' he said about ...,Sports Illustrated,"Jan 5, 2022","Hub Arkush, a Chicago-based sportswriter and one of 50 Associated Press 
voters for the NFL MVP award, penned an apology for “some of the...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df233529bb293dec1a7c9e9e2f8d40eed804447a997b001dd4f4d7a0.jpeg
16,2,https://www.cnn.com/2022/02/08/politics/stacey-abrams-apologizes-maskless-photos/index.html,Stacey Abrams apologizes for maskless photos with schoolchildren,CNN,"Feb 8, 2022","Democratic candidate for Georgia governor Stacey Abrams apologized Tuesday 
for not wearing a mask when she posed for photos with masked...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df233529150821216f6e3d923e55f14475b251c46de58f216088dde9.jpeg
16,3,https://ultimateclassicrock.com/grammy-memoriam-omissions-2022/,Grammy Producer Apologizes for 'In Memoriam' Omissions,Ultimate Classic Rock,1 month ago,"An executive producer of this year's Grammy Awards ceremony apologized for 
the absence of some notable names in the event's “In Memoriam”...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df233529538fed524bb8709215a3e83833f4802da743160d855b8fd2.jpeg
16,4,https://profootballtalk.nbcsports.com/2022/01/18/dak-prescott-apologizes-for-his-comments-about-fans-throwing-objects-at-officials/,Dak Prescott apologizes for his comments about fans throwing objects at officials,ProFootballTalk,"Jan 18, 2022","Apologizing via tweet is lame. He should issue an on-camera apology to the 
refs and then another to the league, players, and fans. His Twitter...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df2335297fd4b2d768daa64aeab3bf450f1a03c7bc9fc773330ab016.jpeg
16,5,https://www.scientificamerican.com/article/anthropology-association-apologizes-to-native-americans-for-the-fields-legacy-of-harm/,Anthropology Association Apologizes to Native Americans for the Field’s Legacy of Harm,Scientific American,1 month ago,"In November 2021 the American Anthropological Association (AAA) apologized 
for the field's legacy of harm. Anthropology as an academic field...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df233529bb704839c4e318315cf30da6652eff39d965534bba7d52d5.jpeg
16,6,https://www.livelaw.in/news-updates/advocate-apologizes-abusing-lady-judge-court-allahabad-hc-disposes-contempt-case-imposing-cost-193311,Advocate Apologizes For Abusing Lady Judge In Open Court: Allahabad HC Disposes Contempt Case After...,Live Law,"Mar 3, 2022","The Allahabad High Court recently disposed of a contempt case against a 
lawyer who abused a lady judge in the open court after he tendered...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df2335296e2b62e4d57c23fe195cb74def87267dccd389bc58f4944f.jpeg
16,7,https://www.usatoday.com/story/sports/ncaab/bigten/2022/02/21/juwan-howard-apologizes-hitting-opposing-coach-after-michigan-acts/6888014001/,Juwan Howard apologizes for hitting opposing coach after ...,USA Today,"Feb 21, 2022","DETROIT — Michigan basketball coach Juwan Howard apologized Monday night 
for his action during Sunday's postgame handshake after the loss at...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df2335299781b260581f0bebf64c011408f05b00421d1042ae4f0691.jpeg
16,8,https://www.cbc.ca/news/canada/edmonton/kenney-alta-aids-covid-apology-1.6345080,Alberta premier apologizes for comparing plight of unvaccinated to stigma faced by 1980s AIDS patients,CBC,"Feb 9, 2022","Alberta Premier Jason Kenney apologized Wednesday for comparing the 
treatment of unvaccinated people to the stigma faced by HIV/AIDS...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df2335292e072688746cc1ee6cb2827e266721701261ef49e7d5192b.jpeg
16,9,https://ckpgtoday.ca/2022/03/24/city-apologizes-for-encampment-removal-withdraws-appeal-case/,City apologizes for encampment removal; withdraws appeal ...,CKPGToday.ca,1 month ago,"PRINCE GEORGE—The City of Prince George has released an apology for 
“causing harm to vulnerable citizens.” This is in relation to when city...",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df233529fa4f8e986d5afbc820d148a2a2ef4d987b5d20b149a5250d.jpeg
16,10,https://www.politico.com/news/2022/02/04/new-york-city-mayor-apologizes-for-calling-white-cops-crackers-00005887,New York City mayor apologizes for calling white cops 'crackers',Politico,"Feb 4, 2022","NEW YORK — New York City Mayor Eric Adams apologized Friday for comments he 
made in 2019 calling white NYPD officers “crackers.”.",https://serpapi.com/searches/627ab58037b24a86d5938ba9/images/69c290e0df233529e595d482262d69568f72271f68cf915890465271f92f832e.jpeg
17,1,https://www.kansascity.com/news/politics-government/article259944775.html,Trudy Busch Valentine apologizes for participating in all-white Veiled Prophet Ball,The Kansas City Star,1 month ago,"Missouri Democratic U.S. Senate candidate Trudy Busch Valentine apologized 
on Wednesday for participating in a prominent St. Louis ball...",https://serpapi.com/searches/627ab581ea1442f20b9cb3f3/images/5f271732a54e1cdcc056d33cabcb8774fd7b623c2823e79209f2ffedc368d3e7.jpeg
17,2,https://www.pbs.org/newshour/nation/whoopi-goldberg-apologizes-for-on-air-holocaust-comments,Whoopi Goldberg apologizes for on-air Holocaust comments,PBS,"Feb 1, 2022","Goldberg's apology via Twitter on Monday night, where she said she was 
sorry for the hurt that she caused, was welcomed by Jewish leaders in the...",https://serpapi.com/searches/627ab581ea1442f20b9cb3f3/images/5f271732a54e1cdc79dc41fa6d9b17275edec893dbd2888525b24cbe69f51caf.jpeg
17,3,https://www.si.com/nba/2022/01/08/julius-randle-apologizes-for-thumbs-down-gesture-in-knicks-win-against-celtics,Julius Randle Apologizes for Thumbs Down Gesture in Knicks’ Win Against Celtics,Sports Illustrated,"Jan 8, 2022","After the game, Randle's behavior drew criticism throughout the media. On 
Friday, the Knicks posted an apology on Instagram for his gesture and...",https://serpapi.com/searches/627ab581ea1442f20b9cb3f3/images/5f271732a54e1cdc055445c18ced9b40bccff71a426890d302081022564fbd9f.jpeg
17,4,https://roanoke.com/news/local/education/montgomery-county-school-board-chairwoman-apologizes-for-leaving-meeting/article_4fdbd32e-99c8-11ec-80b7-db2198bea737.html,Montgomery County School Board chairwoman apologizes for ...,Roanoke Times,"Mar 2, 2022","CHRISTIANSBURG — Montgomery County School Board Chairwoman Sue Kass 
apologized Tuesday night for an incident two weeks ago,...",https://serpapi.com/searches/627ab581ea1442f20b9cb3f3/images/5f271732a54e1cdc80f88ad3681e0b2e51e66ee0cd1ec26b86e470f4eac3b229.jpeg
17,5,https://www.floridatoday.com/story/news/2021/11/25/tiffany-apologizes-trainwreck-melbourne-gig-mocked-tmz/8753265002/,Tiffany apologizes for 'trainwreck' Florida gig mocked by TMZ ...,Florida Today,"Nov 25, 2021","1980s pop singer Tiffany has publicly apologized for cursing at fans during 
an ill-fated concert Sunday at Iron Oak Post in downtown...",https://serpapi.com/searches/627ab581ea1442f20b9cb3f3/images/5f271732a54e1cdcb7425529f101a571be521385c2e7e29e8fcc70b0e52c1c87.jpeg
17,6,https://pagesix.com/2022/01/19/rhoslc-star-jennie-nguyen-apologizes-for-social-media-posts/,'Real Housewives of Salt Lake City' star Jennie Nguyen apologizes for social media posts,Page Six,"Jan 19, 2022","Well, that didn't take long. “Real Housewives of Salt Lake City” star 
Jennie Nguyen has apologized for the controversial social media posts...",https://serpapi.com/searches/627ab581ea1442f20b9cb3f3/images/5f271732a54e1cdc8a82d8b3ecaf24113431f4816aeec560372d275227d5ab15.jpeg
17,7,https://www.seacoastonline.com/story/news/local/2022/04/08/portsmouth-nh-assistant-mayor-joanna-kelley-apologizes-tweet/9496806002/,Portsmouth NH Assistant Mayor Joanna Kelley apologizes for ...,Seacoast Online,1 month ago,"Joanna Kelley, Portsmouth assistant mayor, apologizes for 'careless' ... a 
statement Friday, apologizing for a tweet she sent out last week.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvT_YIK_zRHh6jIPK8eLwRdEtAHb1kYDueKN04MXiixzd1QRT2VktyQ8Y&usqp=CAI&s
17,8,https://www.vulture.com/2022/03/pachinko-star-jin-ha-apologizes-for-his-old-creepshot-tumblr.html,Pachinko Star Jin Ha Apologizes for His Old Creep-Shot Tumblr,Vulture,1 month ago,"Jin Ha, who plays Solomon Baek on Apple TV+'s Pachinko, has deleted his old 
Tumblr “Korean Flowers in Bloom” and apologized for the blog...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4s_ogMoZjaxOvUI-xP0_lSisXOSDptb8aTAuEHruucnybXXWtgVbjDg8&usqp=CAI&s
